variant,skill,lambda,seed,team_acc,overreliance,calib_error,harmful_flip,beneficial_flip,final_trust,skill_name
binary,0.55,0.2,15,0.9122807017543859,0.017543859649122806,0.05143755049253684,0.0,0.0043859649122807015,0.9988059715451684,low
binary,0.55,0.2,16,0.868421052631579,0.017543859649122806,0.05225161492492014,0.008771929824561403,0.0043859649122807015,0.9996200359775517,low
binary,0.55,0.2,17,0.9473684210526315,0.02631578947368421,0.051667038627318584,0.0043859649122807015,0.008771929824561403,0.9990354596799501,low
binary,0.55,0.2,18,0.9078947368421053,0.017543859649122806,0.05226448610341927,0.0043859649122807015,0.008771929824561403,0.9996329071560508,low
binary,0.55,0.2,19,0.8859649122807017,0.013157894736842105,0.04217382071174469,0.008771929824561403,0.0043859649122807015,0.9895422417643762,low
binary,0.55,0.2,20,0.8859649122807017,0.03070175438596491,0.0522637312435279,0.0043859649122807015,0.008771929824561403,0.9996321522961594,low
binary,0.55,0.2,21,0.9254385964912281,0.008771929824561403,0.051437550685572875,0.0,0.0043859649122807015,0.9988059717382044,low
binary,0.55,0.2,22,0.9210526315789473,0.021929824561403508,0.05225822373633182,0.008771929824561403,0.008771929824561403,0.9996266447889633,low
binary,0.55,0.2,23,0.8859649122807017,0.013157894736842105,0.04949316266587944,0.0,0.0043859649122807015,0.996861583718511,low
binary,0.55,0.2,24,0.9342105263157895,0.03070175438596491,0.052264534244517824,0.0043859649122807015,0.008771929824561403,0.9996329552971494,low
binary,0.55,0.2,25,0.8991228070175439,0.021929824561403508,0.0354467782804031,0.008771929824561403,0.0,0.9828151993330346,low
binary,0.55,0.2,26,0.9078947368421053,0.021929824561403508,0.0509641025787807,0.0043859649122807015,0.008771929824561403,0.9983325236314122,low
binary,0.55,0.2,27,0.9210526315789473,0.017543859649122806,0.052264534257081885,0.0,0.008771929824561403,0.9996329553097134,low
binary,0.55,0.2,28,0.8640350877192983,0.021929824561403508,0.051332366278382,0.008771929824561403,0.0043859649122807015,0.9987007873310135,low
binary,0.55,0.2,29,0.9210526315789473,0.02631578947368421,0.05224733765307721,0.0043859649122807015,0.008771929824561403,0.9996157587057087,low
binary,0.55,0.3,0,0.9122807017543859,0.017543859649122806,0.05143756611700767,0.0043859649122807015,0.0043859649122807015,0.9988059871696392,low
binary,0.55,0.3,1,0.9385964912280702,0.017543859649122806,0.052264549678239014,0.0043859649122807015,0.013157894736842105,0.9996329707308705,low
binary,0.55,0.3,2,0.9210526315789473,0.017543859649122806,0.015118761468197128,0.0043859649122807015,0.0,0.9322496595844344,low
binary,0.55,0.3,3,0.9035087719298246,0.008771929824561403,0.051437566103561205,0.0043859649122807015,0.0043859649122807015,0.9988059871561927,low
binary,0.55,0.3,4,0.868421052631579,0.017543859649122806,0.035897225301510516,0.0043859649122807015,0.008771929824561403,0.983265646354142,low
binary,0.55,0.3,5,0.9385964912280702,0.013157894736842105,0.05226425636838228,0.0,0.008771929824561403,0.9996326774210138,low
binary,0.55,0.3,6,0.9298245614035088,0.017543859649122806,0.04806398550782476,0.0043859649122807015,0.013157894736842105,0.9954324065604563,low
binary,0.55,0.3,7,0.8903508771929824,0.008771929824561403,0.05143656447415468,0.0043859649122807015,0.008771929824561403,0.9988049855267862,low
binary,0.55,0.3,8,0.9517543859649122,0.013157894736842105,0.052264534252045025,0.0043859649122807015,0.0043859649122807015,0.9996329553046766,low
binary,0.55,0.3,9,0.8991228070175439,0.017543859649122806,0.05143743843591053,0.008771929824561403,0.0043859649122807015,0.9988058594885421,low
binary,0.55,0.3,10,0.9342105263157895,0.017543859649122806,0.052264534256770245,0.0043859649122807015,0.008771929824561403,0.9996329553094018,low
binary,0.55,0.3,11,0.9298245614035088,0.008771929824561403,0.050292952184139206,0.0,0.008771929824561403,0.9976613732367707,low
binary,0.55,0.3,12,0.8947368421052632,0.013157894736842105,0.05092967937918358,0.0,0.0,0.9982981004318151,low
binary,0.55,0.3,13,0.868421052631579,0.008771929824561403,0.019237784586326523,0.0,0.0043859649122807015,0.966606205638958,low
binary,0.55,0.3,14,0.9254385964912281,0.013157894736842105,0.052264549609075006,0.0043859649122807015,0.013157894736842105,0.9996329706617065,low
binary,0.55,0.3,15,0.9122807017543859,0.017543859649122806,0.05143755049253684,0.0,0.0043859649122807015,0.9988059715451684,low
binary,0.55,0.3,16,0.868421052631579,0.017543859649122806,0.05225161492492014,0.008771929824561403,0.0043859649122807015,0.9996200359775517,low
binary,0.55,0.3,17,0.9517543859649122,0.021929824561403508,0.05166705406438987,0.0043859649122807015,0.013157894736842105,0.9990354751170214,low
binary,0.55,0.3,18,0.9166666666666666,0.013157894736842105,0.052264549694496454,0.0043859649122807015,0.013157894736842105,0.999632970747128,low
binary,0.55,0.3,19,0.8991228070175439,0.008771929824561403,0.04217397946708479,0.008771929824561403,0.008771929824561403,0.9895424005197163,low
binary,0.55,0.3,20,0.8903508771929824,0.02631578947368421,0.052263746680598966,0.0043859649122807015,0.013157894736842105,0.9996321677332305,low
binary,0.55,0.3,21,0.9254385964912281,0.008771929824561403,0.051437550685572875,0.0,0.0043859649122807015,0.9988059717382044,low
binary,0.55,0.3,22,0.9254385964912281,0.017543859649122806,0.052258239173403,0.008771929824561403,0.013157894736842105,0.9996266602260345,low
binary,0.55,0.3,23,0.8859649122807017,0.013157894736842105,0.04949316266587944,0.0,0.0043859649122807015,0.996861583718511,low
binary,0.55,0.3,24,0.9385964912280702,0.02631578947368421,0.052264549681589,0.0043859649122807015,0.013157894736842105,0.9996329707342205,low
binary,0.55,0.3,25,0.8991228070175439,0.021929824561403508,0.035446701469524555,0.008771929824561403,0.0043859649122807015,0.9828151225221561,low
binary,0.55,0.3,26,0.9122807017543859,0.017543859649122806,0.05096411801585177,0.0043859649122807015,0.013157894736842105,0.9983325390684833,low
binary,0.55,0.3,27,0.9210526315789473,0.017543859649122806,0.052264534257081885,0.0,0.008771929824561403,0.9996329553097134,low
binary,0.55,0.3,28,0.8640350877192983,0.021929824561403508,0.051332366278382,0.008771929824561403,0.0043859649122807015,0.9987007873310135,low
binary,0.55,0.3,29,0.9385964912280702,0.021929824561403508,0.05226454968909444,0.0043859649122807015,0.013157894736842105,0.999632970741726,low
binary,0.55,0.4,0,0.8859649122807017,0.008771929824561403,0.06549608634899728,0.02631578947368421,0.017543859649122806,0.8818723347036342,low
binary,0.55,0.4,1,0.9298245614035088,0.013157894736842105,0.056110454528225606,0.017543859649122806,0.017543859649122806,0.8912579665244059,low
binary,0.55,0.4,2,0.8991228070175439,0.017543859649122806,0.01518016590131177,0.017543859649122806,0.0043859649122807015,0.9321882551513198,low
binary,0.55,0.4,3,0.8728070175438597,0.008771929824561403,0.0433291595730223,0.02631578947368421,0.008771929824561403,0.9906975806256538,low
binary,0.55,0.4,4,0.8947368421052632,0.013157894736842105,0.22247777469408492,0.017543859649122806,0.013157894736842105,0.7248906463585466,low
binary,0.55,0.4,5,0.9298245614035088,0.013157894736842105,0.04421729069109337,0.008771929824561403,0.017543859649122806,0.9915857117437249,low
binary,0.55,0.4,6,0.9254385964912281,0.017543859649122806,0.04806398130012479,0.013157894736842105,0.017543859649122806,0.9954324023527563,low
binary,0.55,0.4,7,0.9254385964912281,0.0043859649122807015,0.05143656447437117,0.008771929824561403,0.017543859649122806,0.9988049855270027,low
binary,0.55,0.4,8,0.9385964912280702,0.0043859649122807015,0.04421756857350789,0.021929824561403508,0.013157894736842105,0.9915859896261394,low
binary,0.55,0.4,9,0.8991228070175439,0.013157894736842105,0.022054213399007483,0.013157894736842105,0.008771929824561403,0.969422634451639,low
binary,0.55,0.4,10,0.9166666666666666,0.013157894736842105,0.05617187932690049,0.021929824561403508,0.013157894736842105,0.891196541725731,low
binary,0.55,0.4,11,0.9210526315789473,0.0043859649122807015,0.058143452244499905,0.013157894736842105,0.017543859649122806,0.8892249688081316,low
binary,0.55,0.4,12,0.8991228070175439,0.008771929824561403,0.057506725026776895,0.008771929824561403,0.0043859649122807015,0.8898616960258546,low
binary,0.55,0.4,13,0.8771929824561403,0.0043859649122807015,0.019237784588847617,0.008771929824561403,0.013157894736842105,0.9666062056414791,low
binary,0.55,0.4,14,0.9166666666666666,0.008771929824561403,0.06421882041050109,0.021929824561403508,0.017543859649122806,0.8831496006421304,low
binary,0.55,0.4,15,0.9122807017543859,0.013157894736842105,0.0514375462871387,0.008771929824561403,0.008771929824561403,0.9988059673397702,low
binary,0.55,0.4,16,0.8640350877192983,0.013157894736842105,0.052251610718277997,0.017543859649122806,0.013157894736842105,0.9996200317709095,low
binary,0.55,0.4,17,0.9517543859649122,0.008771929824561403,0.05160564543054835,0.017543859649122806,0.02631578947368421,0.9989740664831799,low
binary,0.55,0.4,18,0.9078947368421053,0.013157894736842105,0.05611045030674755,0.013157894736842105,0.013157894736842105,0.891257970745884,low
binary,0.55,0.4,19,0.8947368421052632,0.0043859649122807015,0.03412697899346073,0.021929824561403508,0.017543859649122806,0.9814954000460923,low
binary,0.55,0.4,20,0.9122807017543859,0.017543859649122806,0.056111253314945264,0.008771929824561403,0.021929824561403508,0.8912571677376863,low
binary,0.55,0.4,21,0.9078947368421053,0.008771929824561403,0.05693773876597652,0.008771929824561403,0.0043859649122807015,0.890430682286655,low
binary,0.55,0.4,22,0.9035087719298246,0.008771929824561403,0.06416372650029811,0.02631578947368421,0.021929824561403508,0.8832046945523334,low
binary,0.55,0.4,23,0.8859649122807017,0.0043859649122807015,0.05663220870089081,0.021929824561403508,0.008771929824561403,0.8907362123517407,low
binary,0.55,0.4,24,0.9473684210526315,0.013157894736842105,0.06415741178938628,0.017543859649122806,0.02631578947368421,0.8832110092632453,low
binary,0.55,0.4,25,0.8991228070175439,0.013157894736842105,0.02733833557025722,0.017543859649122806,0.013157894736842105,0.9747067566228887,low
binary,0.55,0.4,26,0.9078947368421053,0.008771929824561403,0.05592256039441068,0.017543859649122806,0.021929824561403508,0.8914458606582208,low
binary,0.55,0.4,27,0.9254385964912281,0.008771929824561403,0.04407117952965278,0.013157894736842105,0.017543859649122806,0.9914396005822843,low
binary,0.55,0.4,28,0.8728070175438597,0.008771929824561403,0.06508959519257063,0.021929824561403508,0.017543859649122806,0.8822788258600609,low
binary,0.55,0.4,29,0.9429824561403509,0.017543859649122806,0.05220314526064318,0.008771929824561403,0.017543859649122806,0.9995715663132747,low
binary,0.55,0.45,0,0.868421052631579,0.0,0.06699108140199928,0.04824561403508772,0.02631578947368421,0.8803773396506323,low
binary,0.55,0.45,1,0.9078947368421053,0.0,0.05686084590706331,0.043859649122807015,0.03070175438596491,0.8905075751455682,low
binary,0.55,0.45,2,0.9210526315789473,0.0,0.015179558711241992,0.021929824561403508,0.021929824561403508,0.9321888623413895,low
binary,0.55,0.45,3,0.8245614035087719,0.0043859649122807015,0.0329293249228525,0.05263157894736842,0.013157894736842105,0.980297745975484,low
binary,0.55,0.45,4,0.8640350877192983,0.0043859649122807015,0.22263130176528767,0.04824561403508772,0.02631578947368421,0.7247371192873439,low
binary,0.55,0.45,5,0.9298245614035088,0.0043859649122807015,0.04324449437311084,0.02631578947368421,0.02631578947368421,0.9906129154257424,low
binary,0.55,0.45,6,0.9122807017543859,0.0043859649122807015,0.045995235274884916,0.043859649122807015,0.03070175438596491,0.9933636563275164,low
binary,0.55,0.45,7,0.8728070175438597,0.0043859649122807015,0.045274953400627704,0.039473684210526314,0.017543859649122806,0.9926433744532592,low
binary,0.55,0.45,8,0.9254385964912281,0.0,0.04319230060217716,0.039473684210526314,0.021929824561403508,0.9905607216548087,low
binary,0.55,0.45,9,0.881578947368421,0.0043859649122807015,0.016467777836000508,0.039473684210526314,0.021929824561403508,0.963836198888632,low
binary,0.55,0.45,10,0.9122807017543859,0.008771929824561403,0.05617212391970505,0.03508771929824561,0.021929824561403508,0.8911962971329265,low
binary,0.55,0.45,11,0.8991228070175439,0.0,0.06554186755910774,0.039473684210526314,0.021929824561403508,0.8818265534935238,low
binary,0.55,0.45,12,0.8771929824561403,0.0,0.06006459128810926,0.03070175438596491,0.021929824561403508,0.8873038297645223,low
binary,0.55,0.45,13,0.8903508771929824,0.0,0.019237784276519565,0.03508771929824561,0.017543859649122806,0.9666062053291511,low
binary,0.55,0.45,14,0.8947368421052632,0.0043859649122807015,0.0668281771813114,0.05263157894736842,0.02631578947368421,0.8805402438713201,low
binary,0.55,0.45,15,0.8728070175438597,0.0043859649122807015,0.13139959478655616,0.03070175438596491,0.017543859649122806,0.8159688262660754,low
binary,0.55,0.45,16,0.8640350877192983,0.008771929824561403,0.05225170296575832,0.03070175438596491,0.021929824561403508,0.9996201240183898,low
binary,0.55,0.45,17,0.9473684210526315,0.0043859649122807015,0.05002140468375749,0.02631578947368421,0.03508771929824561,0.997389825736389,low
binary,0.55,0.45,18,0.881578947368421,0.008771929824561403,0.07895814579669547,0.03070175438596491,0.017543859649122806,0.8684102752559361,low
binary,0.55,0.45,19,0.8771929824561403,0.0,0.032992352364617505,0.039473684210526314,0.021929824561403508,0.980360773417249,low
binary,0.55,0.45,20,0.8903508771929824,0.008771929824561403,0.058778096411947534,0.03508771929824561,0.03070175438596491,0.888590324640684,low
binary,0.55,0.45,21,0.8947368421052632,0.0,0.058736641202912554,0.03070175438596491,0.017543859649122806,0.888631779849719,low
binary,0.55,0.45,22,0.8947368421052632,0.0,0.06715273203604932,0.05263157894736842,0.03070175438596491,0.8802156890165822,low
binary,0.55,0.45,23,0.8596491228070176,0.0,0.0566911502981694,0.039473684210526314,0.013157894736842105,0.8906772707544621,low
binary,0.55,0.45,24,0.9035087719298246,0.0043859649122807015,0.07095728169823834,0.039473684210526314,0.043859649122807015,0.8764111393543932,low
binary,0.55,0.45,25,0.8859649122807017,0.0043859649122807015,0.023125549995990147,0.03508771929824561,0.03070175438596491,0.9242428710566414,low
binary,0.55,0.45,26,0.8991228070175439,0.0,0.05929107732600203,0.043859649122807015,0.03508771929824561,0.8880773437266295,low
binary,0.55,0.45,27,0.9078947368421053,0.0043859649122807015,0.04309825353932584,0.02631578947368421,0.021929824561403508,0.9904666745919574,low
binary,0.55,0.45,28,0.8026315789473685,0.0043859649122807015,0.18307489759857043,0.05263157894736842,0.021929824561403508,0.7642935234540611,low
binary,0.55,0.45,29,0.9473684210526315,0.008771929824561403,0.05220323719626008,0.013157894736842105,0.03508771929824561,0.9995716582488916,low
binary,0.55,0.5,0,0.49122807017543857,0.0,0.3422001241640781,0.4868421052631579,0.03070175438596491,0.6051682968885534,low
binary,0.55,0.5,1,0.5526315789473685,0.0,0.2653317967558152,0.4298245614035088,0.03508771929824561,0.6820366242968163,low
binary,0.55,0.5,2,0.543859649122807,0.0,0.4796888107024131,0.42543859649122806,0.021929824561403508,0.46767961035021843,low
binary,0.55,0.5,3,0.5263157894736842,0.0,0.3914739234237873,0.4342105263157895,0.017543859649122806,0.5558944976288442,low
binary,0.55,0.5,4,0.49122807017543857,0.0,0.6380849923908691,0.4868421052631579,0.03070175438596491,0.3092834286617624,low
binary,0.55,0.5,5,0.5921052631578947,0.0,0.36920504453080627,0.38596491228070173,0.03070175438596491,0.5781633765218253,low
binary,0.55,0.5,6,0.5131578947368421,0.0,0.26486712061325435,0.4692982456140351,0.03508771929824561,0.6825013004393772,low
binary,0.55,0.5,7,0.5263157894736842,0.0,0.6670357093471497,0.44298245614035087,0.021929824561403508,0.2803327117054818,low
binary,0.55,0.5,8,0.5701754385964912,0.0,0.5880635587328287,0.40350877192982454,0.02631578947368421,0.3593048623198029,low
binary,0.55,0.5,9,0.5263157894736842,0.0,0.38859624975551854,0.4473684210526316,0.02631578947368421,0.558772171297113,low
binary,0.55,0.5,10,0.618421052631579,0.0,0.3082755842625122,0.35964912280701755,0.03070175438596491,0.6390928367901193,low
binary,0.55,0.5,11,0.5921052631578947,0.0,0.1728996401519265,0.37719298245614036,0.021929824561403508,0.774468780900705,low
binary,0.55,0.5,12,0.543859649122807,0.0,0.6791684645002941,0.42543859649122806,0.02631578947368421,0.2681999565523374,low
binary,0.55,0.5,13,0.5570175438596491,0.0,0.007154321635075345,0.40350877192982454,0.017543859649122806,0.9545227426877069,low
binary,0.55,0.5,14,0.5482456140350878,0.0,0.4404483885869087,0.4342105263157895,0.03508771929824561,0.5069200324657228,low
binary,0.55,0.5,15,0.5350877192982456,0.0,0.46168125810738336,0.4298245614035088,0.021929824561403508,0.48568716294524816,low
binary,0.55,0.5,16,0.5964912280701754,0.0,0.11146773768164131,0.3815789473684211,0.03070175438596491,0.8359006833709902,low
binary,0.55,0.5,17,0.5877192982456141,0.0,0.08706709306796978,0.3991228070175439,0.039473684210526314,0.8603013279846617,low
binary,0.55,0.5,18,0.5350877192982456,0.0,0.4609624766684487,0.43859649122807015,0.02631578947368421,0.48640594438418283,low
binary,0.55,0.5,19,0.5657894736842105,0.0,0.39170111088332615,0.40350877192982454,0.021929824561403508,0.5556673101693054,low
binary,0.55,0.5,20,0.5701754385964912,0.0,0.480947047430366,0.4166666666666667,0.039473684210526314,0.46642137362226554,low
binary,0.55,0.5,21,0.5482456140350878,0.0,0.2974444292480669,0.4166666666666667,0.017543859649122806,0.6499239918045646,low
binary,0.55,0.5,22,0.5789473684210527,0.0,0.23779400936445672,0.3991228070175439,0.03070175438596491,0.7095744116881748,low
binary,0.55,0.5,23,0.5350877192982456,0.0,0.420983037071437,0.4298245614035088,0.017543859649122806,0.5263853839811945,low
binary,0.55,0.5,24,0.5526315789473685,0.0,0.49249814823612575,0.44298245614035087,0.04824561403508772,0.45487027281650577,low
binary,0.55,0.5,25,0.5789473684210527,0.0,0.4922167803185882,0.40350877192982454,0.03508771929824561,0.45515164073404335,low
binary,0.55,0.5,26,0.5745614035087719,0.0,0.3611282707596385,0.4166666666666667,0.043859649122807015,0.586240150292993,low
binary,0.55,0.5,27,0.5,0.0,0.5276328368434682,0.47368421052631576,0.02631578947368421,0.4197355842091634,low
binary,0.55,0.5,28,0.4780701754385965,0.0,0.3122797672311811,0.4956140350877193,0.03070175438596491,0.6350886538214504,low
binary,0.55,0.5,29,0.5964912280701754,0.0,0.2831283437548897,0.39035087719298245,0.043859649122807015,0.6642400772977418,low
